Date,Location,Item Name,Item Type,Notes
2023-08-16,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-08-16,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-08-16,The Chaos Sanctuary,Arctic Mitts,Light Gauntlets,
2023-08-16,The Chaos Sanctuary,Dol Rune,Rune,
2023-08-16,The Chaos Sanctuary,Pluckeye,Short Bow,
2023-08-16,The Chaos Sanctuary,Dwarf Star,Ring,
2023-08-16,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-08-16,The Chaos Sanctuary,Coif of Glory,Helm,
2023-08-16,The Chaos Sanctuary,Rune Master,Ettin Axe,
2023-08-16,The Chaos Sanctuary,Humongous,Giant Axe,
2023-08-16,The Chaos Sanctuary,Blackhorn's Face,Death Mask,
2023-08-16,The Chaos Sanctuary,Ichorsting,Crossbow,
2023-08-16,The Chaos Sanctuary,Carin Shard,Petrified Wand,
2023-08-16,The Chaos Sanctuary,Immortal King's Detail,War Belt,
2023-08-16,The Chaos Sanctuary,Blade of Ali Baba,Tulwar,
2023-08-16,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-16,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-08-16,The Chaos Sanctuary,El Rune,Rune,
2023-08-16,The Chaos Sanctuary,Lance of Yaggai,Spetum,
2023-08-16,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-16,The Chaos Sanctuary,Sol Rune,Rune,
2023-08-16,The Chaos Sanctuary,Soulflay,Claymore,
2023-08-16,The Chaos Sanctuary,Arachnid Mesh,Spiderweb Sash,
2023-08-16,The Chaos Sanctuary,Bloodrise,Morning Star,
2023-08-16,The Chaos Sanctuary,Dark Adherent,Dusk Shroud,
2023-08-16,The Chaos Sanctuary,The Battlebranch,Poleaxe,
2023-08-16,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-16,The Chaos Sanctuary,Twitchthroe,Studded Leather,
2023-08-16,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-16,The Chaos Sanctuary,Rainbow Facet,Jewel,5/4/Lightning/Level
2023-08-17,The Chaos Sanctuary,Snakecord,Light Belt,
2023-08-17,The Chaos Sanctuary,The Battlebranch,Poleaxe,
2023-08-17,The Chaos Sanctuary,Cathan's Visage,Mask,
2023-08-17,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-08-17,The Chaos Sanctuary,The Jade Tan Do,Kris,
2023-08-17,The Chaos Sanctuary,Athena's Wrath,Battle Scythe,
2023-08-17,The Chaos Sanctuary,Skewer of Krintiz,Sabre,
2023-08-17,The Chaos Sanctuary,Arcanna's Flesh,Light Plate,
2023-08-17,The Chaos Sanctuary,Bloodthief,Brandistock,
2023-08-17,The Chaos Sanctuary,Seraph's Hymn,Amulet,
2023-08-17,The Chaos Sanctuary,Cleglaw's Claw,Small Shield,
2023-08-17,The Chaos Sanctuary,The Jade Tan Do,Kris,
2023-08-17,The Chaos Sanctuary,Tancred's Weird,Amulet,
2023-08-17,The Chaos Sanctuary,Ormus' Robes,Dusk Shroud,
2023-08-17,The Chaos Sanctuary,Tal Rune,Rune,
2023-08-17,The Chaos Sanctuary,The Centurion,Hard Leather Armor,
2023-08-17,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-17,The Chaos Sanctuary,Hel Rune,Rune,
2023-08-17,The Chaos Sanctuary,Tal Rune,Rune,
2023-08-17,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-17,The Chaos Sanctuary,Bloodletter,Gladius,
2023-08-17,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-08-17,The Chaos Sanctuary,Coif of Glory,Helm,
2023-08-17,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-17,The Chaos Sanctuary,The Oculus,Swirling Crystal,
2023-08-17,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-17,The Chaos Sanctuary,Rockfleece,Field Plate,
2023-08-17,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-17,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-17,The Chaos Sanctuary,Sazabi's Mental Sheath,Basinet,
2023-08-17,The Chaos Sanctuary,Arcanna's Deathwand,War Staff,
2023-08-17,The Chaos Sanctuary,Nightsmoke,Belt,
2023-08-17,The Chaos Sanctuary,Gravenspine,Bone Wand,
2023-08-17,The Chaos Sanctuary,Stormshield,Monarch,
2023-08-17,The Chaos Sanctuary,Flamebellow,Balrog Blade,
2023-08-17,The Chaos Sanctuary,Skull Splitter,Military Pick,
2023-08-17,The Chaos Sanctuary,Death's Touch,War Sword,
2023-08-17,The Chaos Sanctuary,Arachnid Mesh,Spiderweb Sash,
2023-08-17,The Chaos Sanctuary,Eth Rune,Rune,
2023-08-17,The Chaos Sanctuary,Azurewrath,Phase Blade,
2023-08-17,The Chaos Sanctuary,Undead Crown,Crown,
2023-08-17,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-17,The Chaos Sanctuary,Umbral Disk,Small Shield,
2023-08-17,The Chaos Sanctuary,Nightsmoke,Belt,
2023-08-17,The Chaos Sanctuary,Ironstone,War Hammer,
2023-08-17,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-17,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-08-17,The Chaos Sanctuary,Arioc's Needle,Hyperion Spear,
2023-08-17,The Chaos Sanctuary,Razortine,Trident,
2023-08-17,The Chaos Sanctuary,Endlesshail,Double Bow,
2023-08-17,The Chaos Sanctuary,Stealskull,Casque,
2023-08-17,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-08-17,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-08-17,The Chaos Sanctuary,Nagelring,Ring,
2023-08-17,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-17,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-17,The Chaos Sanctuary,Boneflesh,Plate Mail,
2023-08-17,The Chaos Sanctuary,The Minotaur,Ancient Axe,
2023-08-17,The Chaos Sanctuary,Peasant Crown,War Hat,
2023-08-17,The Chaos Sanctuary,Windhammer,Ogre Maul,
2023-08-17,The Chaos Sanctuary,Bloodfist,Heavy Gloves,
2023-08-17,The Chaos Sanctuary,Hel Rune,Rune,
2023-08-17,The Chaos Sanctuary,Demon Limb,Tyrant Club,
2023-08-17,The Chaos Sanctuary,Bloodthief,Brandistock,
2023-08-17,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-18,The Chaos Sanctuary,Jade Talon,Wrist Sword,
2023-08-18,The Chaos Sanctuary,Shadow Killer,Battle Cestus,
2023-08-18,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-18,The Chaos Sanctuary,Isenhart's Parry,Gothic Shield,
2023-08-18,The Chaos Sanctuary,Undead Crown,Crown,
2023-08-18,The Chaos Sanctuary,Lightsabre,Phase Blade,
2023-08-18,The Chaos Sanctuary,Pul Rune,Rune,
2023-08-18,The Chaos Sanctuary,Tomb Reaver,Cryptic Axe,
2023-08-18,The Chaos Sanctuary,Nord's Tenderizer,Truncheon,
2023-08-18,The Chaos Sanctuary,The Spirit Shroud,Ghost Armor,
2023-08-18,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-08-18,The Chaos Sanctuary,Arcanna's Head,Skull Cap,
2023-08-18,The Chaos Sanctuary,Hwanin's Refuge,Tigulated Mail,
2023-08-18,The Chaos Sanctuary,Rainbow Facet,Jewel,5/5/Poison/Die
2023-08-18,The Chaos Sanctuary,Iceblink,Splint Mail,
2023-08-18,The Chaos Sanctuary,Sazabi's Ghost Liberator,Balrog Skin,
2023-08-18,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-18,The Chaos Sanctuary,Iceblink,Splint Mail,
2023-08-18,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-08-18,The Chaos Sanctuary,Tir Rune,Rune,
2023-08-18,The Chaos Sanctuary,Haemosu's Adamant,Cuirass,
2023-08-18,The Chaos Sanctuary,Alma Negra,Sacred Rondache,
2023-08-18,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-08-18,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-18,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-08-18,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-08-18,The Chaos Sanctuary,Gorefoot,Heavy Boots,
2023-08-19,The Chaos Sanctuary,Eth Rune,Rune,
2023-08-19,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-08-19,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-19,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-19,The Chaos Sanctuary,Hel Rune,Rune,
2023-08-19,The Chaos Sanctuary,Sol Rune,Rune,
2023-08-19,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-19,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-19,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-08-19,The Chaos Sanctuary,Rattlecage,Gothic Plate,
2023-08-19,The Chaos Sanctuary,Eth Rune,Rune,
2023-08-19,The Chaos Sanctuary,Arctic Binding,Light Belt,
2023-08-19,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-08-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-19,The Chaos Sanctuary,Dol Rune,Rune,
2023-08-19,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-08-19,The Chaos Sanctuary,The Battlebranch,Poleaxe,
2023-08-19,The Chaos Sanctuary,Tir Rune,Rune,
2023-08-19,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-08-19,The Chaos Sanctuary,Trang-Oul's Wing,Cantor Trophy,
2023-08-19,The Chaos Sanctuary,Tir Rune,Rune,
2023-08-19,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-19,The Chaos Sanctuary,Steeldriver,Great Maul,
2023-08-19,The Chaos Sanctuary,Eld Rune,Rune,
2023-08-19,The Chaos Sanctuary,Hellclap,Short War Bow,
2023-08-19,The Chaos Sanctuary,The Tannr Gorerod,Pike,
2023-08-19,The Chaos Sanctuary,Eld Rune,Rune,
2023-08-19,The Chaos Sanctuary,Hwanin's Justice,Bill,
2023-08-19,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-08-19,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-19,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-08-19,The Chaos Sanctuary,Iratha's Cuff,Light Gauntlets,
2023-08-19,The Chaos Sanctuary,Swordback Hold,Spiked Shield,
2023-08-19,The Chaos Sanctuary,Shadowfang,Two-Handed Sword,
2023-08-19,The Chaos Sanctuary,Gravenspine,Bone Wand,
2023-08-19,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-19,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-08-19,The Chaos Sanctuary,Vidala's Snare,Amulet,
2023-08-19,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-08-20,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-20,The Chaos Sanctuary,Blackbog's Sharp,Cinquedeas,
2023-08-20,The Chaos Sanctuary,Sureshrill Frost,Flanged Mace,
2023-08-20,The Chaos Sanctuary,Wizendraw,Long Battle Bow,
2023-08-20,The Chaos Sanctuary,Griswold's Edge,Broad Sword,
2023-08-20,The Chaos Sanctuary,Skewer of Krintiz,Sabre,
2023-08-20,The Chaos Sanctuary,Tancred's Spine,Full Plate Mail,
2023-08-20,The Chaos Sanctuary,Toothrow,Sharktooth Armor,
2023-08-20,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-08-20,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-20,The Chaos Sanctuary,M'avina's Embrace,Kraken Shell,
2023-08-20,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-20,The Chaos Sanctuary,Tal Rasha's Horadric Crest,Death Mask,
2023-08-20,The Chaos Sanctuary,Infernal Torch,Grim Wand,
2023-08-20,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-20,The Chaos Sanctuary,Nef Rune,Rune,
2023-08-20,The Chaos Sanctuary,Immortal King's Pillar,War Boots,
2023-08-20,The Chaos Sanctuary,Rite of Passage,Demonhide Boots,
2023-08-20,The Chaos Sanctuary,Bloodrise,Morning Star,
2023-08-20,The Chaos Sanctuary,Milabrega's Diadem,Crown,
2023-08-20,The Chaos Sanctuary,Tir Rune,Rune,
2023-08-20,The Chaos Sanctuary,Swordguard,Executioner Sword,
2023-08-20,The Chaos Sanctuary,Laying of Hands,Bramble Mitts,
2023-08-20,The Chaos Sanctuary,Gore Rider,War Boots,
2023-08-20,The Chaos Sanctuary,M'avina's Embrace,Kraken Shell,
2023-08-20,The Chaos Sanctuary,Goreshovel,Broad Axe,
2023-08-20,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-20,The Chaos Sanctuary,Laying of Hands,Bramble Mitts,
2023-08-20,The Chaos Sanctuary,Aldur's Rhythm,Jagged Star,
2023-08-20,The Chaos Sanctuary,Goldwrap,Heavy Belt,
2023-08-20,The Chaos Sanctuary,Eth Rune,Rune,
2023-08-20,The Chaos Sanctuary,Plague Bearer,Rune Sword,
2023-08-20,The Chaos Sanctuary,Ith Rune,Rune,
2023-08-20,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,Bloodmoon,Elegant Blade,
2023-08-20,The Chaos Sanctuary,Bladebuckle,Plated Belt,
2023-08-20,The Chaos Sanctuary,Iratha's Cuff,Light Gauntlets,
2023-08-20,The Chaos Sanctuary,Rainbow Facet,Jewel,4/4/Lightning/Level
2023-08-20,The Chaos Sanctuary,Ghoulhide,Heavy Bracers,
2023-08-20,The Chaos Sanctuary,Goldstrike Arch,Gothic Bow,
2023-08-20,The Chaos Sanctuary,Tearhaunch,Greaves,
2023-08-20,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-20,The Chaos Sanctuary,Hwanin's Justice,Bill,
2023-08-20,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-08-20,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-08-20,The Chaos Sanctuary,Rainbow Facet,Jewel,4/3/Poison/Die
2023-08-20,The Chaos Sanctuary,Sigon's Sabot,Greaves,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-20,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-08-20,The Chaos Sanctuary,Darksight Helm,Basinet,
2023-08-20,The Chaos Sanctuary,Immortal King's Forge,War Gauntlets,
2023-08-20,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-08-20,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-08-20,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-08-20,The Chaos Sanctuary,Soulflay,Claymore,
2023-08-20,The Chaos Sanctuary,Bul-Kathos' Wedding Band,Ring,
2023-08-20,The Chaos Sanctuary,Death's Touch,War Sword,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,Thul Rune,Rune,
2023-08-20,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-08-20,The Chaos Sanctuary,Razortine,Trident,
2023-08-20,The Chaos Sanctuary,Wall of the Eyeless,Bone Shield,
2023-08-20,The Chaos Sanctuary,Leadcrow,Light Crossbow,
2023-08-20,The Chaos Sanctuary,Sigon's Visor,Great Helm,
2023-08-20,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-08-20,The Chaos Sanctuary,Windhammer,Ogre Maul,
2023-08-20,The Chaos Sanctuary,Eth Rune,Rune,
2023-08-20,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-20,The Chaos Sanctuary,Sander's Superstition,Bone Wand,
2023-08-20,The Chaos Sanctuary,M'avina's Tenet,Sharkskin Belt,
2023-08-20,The Chaos Sanctuary,Bladebone,Double Axe,
2023-08-20,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-08-20,The Chaos Sanctuary,Baezil's Vortex,Knout,
2023-08-20,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-08-20,The Chaos Sanctuary,Immortal King's Stone Crusher,Ogre Maul,
2023-08-20,The Chaos Sanctuary,Haemosu's Adamant,Cuirass,
2023-08-20,The Chaos Sanctuary,Crushflange,Mace,
2023-08-20,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-08-20,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-08-20,The Chaos Sanctuary,Tir Rune,Rune,
2023-08-20,The Chaos Sanctuary,Culwen's Point,War Sword,
2023-08-20,The Chaos Sanctuary,Angelic Mantle,Ring Mail,
2023-08-20,The Chaos Sanctuary,Dark Adherent,Dusk Shroud,
2023-08-20,The Chaos Sanctuary,Io Rune,Rune,
2023-08-20,The Chaos Sanctuary,The Redeemer,Mighty Scepter,
2023-08-20,The Chaos Sanctuary,Ripsaw,Flamberge,
2023-08-20,The Chaos Sanctuary,Ral Rune,Rune,
2023-08-20,The Chaos Sanctuary,Thul Rune,Rune,
2023-08-20,The Chaos Sanctuary,Guillaume's Face,Winged Helm,
2023-08-20,The Chaos Sanctuary,Hsarus' Iron Heel,Chain Boots,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,The Patriarch,Great Sword,
2023-08-20,The Chaos Sanctuary,Snakecord,Light Belt,
2023-08-20,The Chaos Sanctuary,Manald Heal,Ring,
2023-08-20,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-08-20,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-20,The Chaos Sanctuary,Hel Rune,Rune,
2023-08-20,The Chaos Sanctuary,Magefist,Light Gauntlets,
2023-08-20,The Chaos Sanctuary,Hellplague,Long Sword,
2023-08-20,The Chaos Sanctuary,The Spirit Shroud,Ghost Armor,
2023-08-20,The Chaos Sanctuary,Sol Rune,Rune,
2023-08-20,The Chaos Sanctuary,Sander's Superstition,Bone Wand,
2023-08-20,The Chaos Sanctuary,Civerb's Ward,Large Shield,
2023-08-20,The Chaos Sanctuary,Ethereal Edge,Silver-Edged Axe,
2023-08-20,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-08-20,The Chaos Sanctuary,Undead Crown,Crown,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,Berserker's Headgear,Helm,
2023-08-20,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-20,The Chaos Sanctuary,The Ward,Gothic Shield,
2023-08-20,The Chaos Sanctuary,The Fetid Sprinkler,Holy Water Sprinkler,
2023-08-20,The Chaos Sanctuary,Ral Rune,Rune,
2023-08-20,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-08-20,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-08-20,The Chaos Sanctuary,Arctic Horn,Short War Bow,
2023-08-20,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-08-20,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-08-20,The Chaos Sanctuary,Butcher's Pupil,Cleaver,
2023-08-20,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-08-20,The Chaos Sanctuary,Haemosu's Adamant,Cuirass,
2023-08-20,The Chaos Sanctuary,Deathbit,Battle Dart,
2023-08-20,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-20,The Chaos Sanctuary,Crow Caw,Tigulated Mail,
2023-08-20,The Chaos Sanctuary,Berserker's Hauberk,Splint Mail,
2023-08-20,The Chaos Sanctuary,Ral Rune,Rune,
2023-08-20,The Chaos Sanctuary,Tancred's Spine,Full Plate Mail,
2023-08-20,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-08-20,The Chaos Sanctuary,Hwanin's Splendor,Grand Crown,
2023-08-20,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-20,The Chaos Sanctuary,Ghoulhide,Heavy Bracers,
2023-08-20,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-08-20,The Chaos Sanctuary,Iratha's Collar,Amulet,
2023-08-20,The Chaos Sanctuary,Milabrega's Robe,Ancient Armor,
2023-08-20,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-20,The Chaos Sanctuary,Infernal Cranium,Cap,
2023-08-20,The Chaos Sanctuary,Sander's Superstition,Bone Wand,
2023-08-20,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-08-21,The Chaos Sanctuary,Crushflange,Mace,
2023-08-21,The Chaos Sanctuary,Ginther's Rift,Dimensional Blade,
2023-08-21,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-08-21,The Chaos Sanctuary,Iratha's Cord,Heavy Belt,
2023-08-21,The Chaos Sanctuary,Aldur's Advance,Battle Boots,
2023-08-21,The Chaos Sanctuary,Iratha's Coil,Crown,
2023-08-21,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-21,The Chaos Sanctuary,Civerb's Cudgel,Grand Scepter,
2023-08-21,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-21,The Chaos Sanctuary,Shael Rune,Rune,
2023-08-21,The Chaos Sanctuary,Hellrack,Colossus Crossbow,
2023-08-21,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-21,The Chaos Sanctuary,Naj's Puzzler,Elder Staff,
2023-08-21,The Chaos Sanctuary,Eld Rune,Rune,
2023-08-21,The Chaos Sanctuary,Coldkill,Hatchet,
2023-08-21,The Chaos Sanctuary,Magefist,Light Gauntlets,
2023-08-21,The Chaos Sanctuary,Boneslayer Blade,Gothic Axe,
2023-08-21,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-21,The Chaos Sanctuary,The General's Tan Do Li Ga,Flail,
2023-08-21,The Chaos Sanctuary,Guillaume's Face,Winged Helm,
2023-08-21,The Chaos Sanctuary,Darksight Helm,Basinet,
2023-08-21,The Chaos Sanctuary,The Iron Jang Bong,War Staff,
2023-08-21,The Chaos Sanctuary,Flamebellow,Balrog Blade,
2023-08-21,The Chaos Sanctuary,Laying of Hands,Bramble Mitts,
2023-08-21,The Chaos Sanctuary,Toothrow,Sharktooth Armor,
2023-08-21,The Chaos Sanctuary,Magnus' Skin,Sharkskin Gloves,
2023-08-21,The Chaos Sanctuary,Gheed's Fortune,Grand Charm,
2023-08-21,The Chaos Sanctuary,Arctic Binding,Light Belt,
2023-08-21,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-08-21,The Chaos Sanctuary,Gorefoot,Heavy Boots,
2023-08-21,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-21,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-21,The Chaos Sanctuary,Angelic Halo,Ring,
2023-08-21,The Chaos Sanctuary,Cathan's Visage,Mask,
2023-08-21,The Chaos Sanctuary,Rune Master,Ettin Axe,
2023-08-21,The Chaos Sanctuary,Gleamscythe,Falchion,
2023-08-21,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-21,The Chaos Sanctuary,Windhammer,Ogre Maul,
2023-08-21,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-08-21,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-08-21,The Chaos Sanctuary,The Mahim-Oak Curio,Amulet,
2023-08-21,The Chaos Sanctuary,Ripsaw,Flamberge,
2023-08-21,The Chaos Sanctuary,Vidala's Fetlock,Light Plated Boots,
2023-08-21,The Chaos Sanctuary,Infernal Torch,Grim Wand,
2023-08-21,The Chaos Sanctuary,Doomslinger,Repeating Crossbow,
2023-08-21,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-21,The Chaos Sanctuary,Berserker's Hauberk,Splint Mail,
2023-08-21,The Chaos Sanctuary,Angelic Halo,Ring,
2023-08-21,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-08-21,The Chaos Sanctuary,Dangoon's Teaching,Reinforced Mace,
2023-08-21,The Chaos Sanctuary,Ort Rune,Rune,
2023-08-21,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-08-21,The Chaos Sanctuary,Snakecord,Light Belt,
2023-08-21,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-08-21,The Chaos Sanctuary,Swordback Hold,Spiked Shield,
2023-08-23,The Chaos Sanctuary,Tal Rune,Rune,
2023-08-23,The Chaos Sanctuary,Amn Rune,Rune,
2023-08-23,The Chaos Sanctuary,Thul Rune,Rune,
2023-08-23,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-08-23,The Chaos Sanctuary,Angelic Mantle,Ring Mail,
2023-08-23,The Chaos Sanctuary,Rixot's Keen,Short Sword,
2023-08-23,The Chaos Sanctuary,Demon Limb,Tyrant Club,
2023-08-23,The Chaos Sanctuary,Bladebone,Double Axe,
2023-08-23,The Chaos Sanctuary,Witchwild String,Short Siege Bow,
2023-08-23,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-08-23,The Chaos Sanctuary,Bloodletter,Gladius,
2023-08-23,The Chaos Sanctuary,Griswold's Heart,Ornate Plate,
2023-08-23,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-08-23,The Chaos Sanctuary,Stormstrike,Short Battle Bow,
2023-08-23,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-08-23,The Chaos Sanctuary,Immortal King's Stone Crusher,Ogre Maul,
2023-08-23,The Chaos Sanctuary,Pus Spitter,Siege Crossbow,
2023-08-23,The Chaos Sanctuary,Verdungo's Hearty Cord,Mithril Coil,
2023-08-23,The Chaos Sanctuary,Deathspade,Axe,
2023-08-23,The Chaos Sanctuary,Spirit Forge,Linked Mail,
2023-08-23,The Chaos Sanctuary,Kelpie Snare,Fuscina,
2023-08-23,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-08-23,The Chaos Sanctuary,Berserker's Headgear,Helm,
2023-08-23,The Chaos Sanctuary,Ral Rune,Rune,
2023-08-23,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-08-23,The Chaos Sanctuary,Skystrike,Edge Bow,
2023-08-23,The Chaos Sanctuary,Goblin Toe,Light Plated Boots,
2023-08-23,The Chaos Sanctuary,Io Rune,Rune,
2023-08-23,The Chaos Sanctuary,Witherstring,Hunter's Bow,
2023-08-23,The Chaos Sanctuary,Magnus' Skin,Sharkskin Gloves,
2023-08-23,The Chaos Sanctuary,Griswold's Edge,Broad Sword,
2023-08-24,The Chaos Sanctuary,Thul Rune,Rune,
2023-08-24,The Chaos Sanctuary,Hwanin's Justice,Bill,
2023-08-24,The Chaos Sanctuary,Arioc's Needle,Hyperion Spear,
2023-08-24,The Chaos Sanctuary,Tal Rune,Rune,
2023-08-24,The Chaos Sanctuary,Lum Rune,Rune,
2023-08-24,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-08-24,The Chaos Sanctuary,Doombringer,Champion Sword,
2023-08-24,The Chaos Sanctuary,Milabrega's Diadem,Crown,
2023-08-24,The Chaos Sanctuary,Annihilus,Small Charm,11/15/7
2023-08-26,The Chaos Sanctuary,Stormspike,Stiletto,
2023-08-26,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
